,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,23.6639175,9.97929657,5.624034242,7.116823045,7.038742928,17.4495643,15.9168567,23.58263939,16.40843906,46.30408946,19.62835185,31.24819292,18.85927827,14.95712706,17.59639961,12.31054383,24.96065303,13.90582247,6.793346749,14.59100915,16.83829175,22.96890714,13.04694826,8.497949158,3.474381555,27.95893803,2.778102775,46.55020129,8.915199163,14.72612065,9.016919047,3.367621281,5.477893547,8.292311817,33.52765096,20.80496131,8.35096632,19.54174634,11.70095966,24.83152833,11.43104823,39.79261405,4.522120157,16.36560067,18.58295736,35.26791795,34.65786122,23.6245372,22.64127819,11.5447982,13.62028638,10.55984698,24.7914411,25.00697057,9.666649835,31.87659269,9.428603124,14.25773589,98.52089154,25.7480411,15.45748868,14.14009891,15.29578426,23.44280607,22.84010031,8.602834109,7.675140474,13.17036218,9.619759327,6.105425218,26.21162476,15.898742,11.98214042,72.03145051,29.02557104,13.14196433,13.07038587,38.37442511,18.7971745,7.345943393,10.40658506,25.22938463,16.99841454,17.1211372,64.56234856,12.10972076,85.25319735,17.51334316,34.18553653,13.01489317,12.26356868,9.964778385,39.10821088,8.789389327,17.18426917,14.91318078,19.38252271,9.198586814,52.31250931,31.03168064,23.55315718,12.55698255,10.0238416,20.65564279,15.54938295,10.01913337,20.05960798,21.63200146,82.45865295,11.12717498,6.015458388,9.159519239,18.30058569,8.006784733,12.38611144,6.094809112,20.10099768,43.91720781,13.02275034,19.01873232,15.54727532,9.598998946,24.30936912,11.56249757,12.98715624,14.93665421,36.61746519,23.05954694,15.64450302,37.48534022,16.17810616,14.720054,87.51168564,9.649452364,20.5498342,13.52542982
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.015847747,0.04768504,0.044486533,0.03408881,0.016806991,0.027106322,0.025409634,0.005490607,0.08127534,0.010459304,0.014919493,0.012722953,0.032611664,0.020943178,0.013608429,0.074194443,0.026854954,0.022455785,0.021297202,0.067228537,0.011803708,0.025525745,0.029344207,0.049046362,0.049593695,0.014025221,0.03533311,0.054816935,0.013584556,0.041106677,0.047494195,0.0897019,0.061054713,0.022624913,0.042997627,0.025198334,0.021958254,0.042276944,0.081024496,0.01457187,0.014386544,0.010456716,0.032305992,0.024169792,0.013432684,0.042047318,0.03559488,0.050103865,0.03288818,0.076651023,0.014367673,0.047067127,0.023366259,0.047785131,0.041753392,0.048397333,0.036388157,0.038289118,0.007023243,0.03558941,0.02082832,0.038947863,0.059660671,0.021924831,0.024607727,0.039932402,0.092600556,0.027907861,0.014541111,0.021884087,0.055031835,0.015500857,0.032434471,0.009457648,0.009698331,0.019389987,0.021016077,0.021286144,0.02214225,0.02251795,0.031998442,0.031102057,0.029551235,0.028424633,0.008947082,0.052620777,0.008548715,0.032747272,0.017318541,0.062514272,0.021168896,0.056384953,0.036576113,0.024585113,0.02116441,0.014662866,0.016580243,0.033333034,0.012797004,0.038827142,0.016924715,0.013228911,0.018522035,0.05997002,0.032831425,0.03114183,0.028206339,0.026937184,0.005555819,0.087696092,0.032532097,0.019807876,0.021686606,0.037213188,0.007536989,0.050914795,0.083402846,0.011935676,0.014753478,0.041869094,0.025303655,0.024252412,0.017580462,0.01615468,0.016678576,0.085618295,0.017645772,0.009015472,0.044850558,0.058992031,0.025131755,0.011677995,0.006801246,0.018749544,0.016375527,0.021122538
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,32.79274611,5.074074074,11.85294118,9.9,6.870967742,7.243902439,5.628571429,10.97468354,4.75,28.61993769,8.357142857,47.09061489,4.333333333,25.51239669,12.07246377,7.275862069,9.918032787,30.54497354,75.77595628,5.114285714,17.83050847,15.85981308,14.0625,11.52,4.666666667,14.2952381,3,2.875,54.01976285,9.466666667,4.6,2.4,2.666666667,11.45070423,4.103448276,24.6462585,31.74033149,8.461538462,4.052631579,29.87640449,8.555555556,30.53846154,15.76923077,24.70860927,25.41747573,3.260869565,13.60194175,9.941176471,22.10294118,2.294117647,10.10144928,6.277777778,8.32,9.264150943,20.61016949,2.6,4.5,15.575,28.85492228,8.4,14.33333333,3.64,5.466666667,43.73451327,9.692307692,7.35,5.774193548,11.39506173,27.32098765,16.97368421,6.511111111,17.39160839,6.875,16.7235023,6.632653061,11.85333333,21.76510067,16.07216495,31.55952381,6.837837838,13.2962963,11.61702128,9.410958904,10.11764706,15.61788618,5,12.4025974,26.8952381,12.69230769,6.733333333,15.44444444,8.090909091,5.457142857,15.91304348,26.4,16.8487395,11.60240964,11.28571429,11.04761905,12.25301205,43.02390438,33.87356322,17.4,4.2,15.2173913,6.80952381,33.47111111,11.38961039,14.58024691,3.352941176,9.85106383,5.9,13.76056338,16.26785714,47.18039216,5.606060606,3.380952381,11.50909091,55.33226837,12.83529412,16.71830986,8.111111111,10.30666667,29.6507177,17.20634921,8.404255319,23.23904382,12.85714286,9.285714286,5,10.94444444,73.09315068,35.1025641,17.66037736,30.81521739,13.08247423
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.169910602,0.187928669,0.174307958,0.165,0.221644121,0.176680547,0.160816327,0.138920045,0.197916667,0.089158684,0.149234694,0.152396812,0.144444444,0.210846254,0.174963243,0.250891795,0.162590701,0.161613617,0.207038132,0.146122449,0.151106004,0.148222552,0.146484375,0.2304,0.388888889,0.136145125,0.272727273,0.08984375,0.213516849,0.157777778,0.184,0.24,0.222222222,0.161277524,0.141498216,0.167661622,0.175360947,0.162721893,0.213296399,0.167844969,0.158436214,0.180700956,0.24260355,0.163633174,0.123385805,0.141776938,0.132057687,0.194925029,0.162521626,0.134948097,0.146397816,0.174382716,0.1664,0.174795301,0.174662453,0.104,0.1875,0.1946875,0.074753685,0.168,0.199074074,0.1456,0.182222222,0.193515545,0.124260355,0.18375,0.186264308,0.140679774,0.168648072,0.22333795,0.144691358,0.121619639,0.21484375,0.077066831,0.135360267,0.158044444,0.146074501,0.165692422,0.187854308,0.184806428,0.246227709,0.123585333,0.128917245,0.148788927,0.126974684,0.227272727,0.080536347,0.128072562,0.162721893,0.224444444,0.190672154,0.245179063,0.155918367,0.172967864,0.165,0.141586046,0.139788068,0.146567718,0.131519274,0.147626651,0.171409978,0.194675651,0.204705882,0.12,0.165406427,0.162131519,0.148760494,0.147917018,0.090001524,0.197231834,0.209597103,0.1475,0.193810752,0.145248724,0.185021146,0.169880624,0.160997732,0.104628099,0.17678041,0.15100346,0.235469153,0.180246914,0.137422222,0.141869463,0.136558327,0.178813943,0.092585832,0.131195335,0.221088435,0.131578947,0.152006173,0.200255207,0.075005479,0.166607334,0.167474008,0.134870868
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,3.607882091,2.537722908,3.478373702,3.362222222,2.04578564,3.067221892,3.799183673,5.937189553,3.276041667,13.49563766,4.777742347,5.133817199,4.698888889,3.094597364,3.987817685,2.304399524,4.626175759,3.346938776,2.663501448,4.28244898,3.476299914,4.898768451,4.148328993,2.0544,1.083333333,5.263129252,1.685950413,11.359375,2.291490259,4.4275,4.4096,1.81,3.555555556,3.547708788,6.696789536,4.209727428,3.587680474,3.803254438,2.409972299,4.563596768,3.397805213,4.284443822,1.445207101,3.952019648,6.377132623,7.724007561,6.938637006,3.500192234,4.490862889,4.442906574,4.268851082,2.722222222,4.6176,4,3.300488365,8.6816,3.555555556,3.46859375,17.54684018,4.9824,3.117283951,4.32,2.756666667,3.918650638,5.916666667,3.1775,3.215400624,4.548087182,3.44006249,2.763677285,5.355061728,5.513032422,2.609375,18.74501476,6.458975427,3.262222222,4.157200126,4.639812945,3.723320578,2.574141709,2.26611797,5.183793572,4.60987052,4.602724913,6.631370216,2.696280992,18.63619497,5.421428571,4.940828402,2.378888889,2.641975309,2.506887052,7.551020408,3.137523629,4.055898438,4.091801426,4.243867034,4.110642604,8.266865079,4.798664538,5.051189664,2.660192892,3.084567474,7.262040816,4.108223062,3.3361678,5.01977284,4.218923933,11.87959153,2.366782007,3.217745586,3.524375,3.143423924,3.706313776,3.35218762,2.938475666,4.467120181,12.26355372,2.974410273,4.744083045,2.870858957,3.466666667,4.355555556,5.377898858,4.366339128,4.167496605,13.36353391,4.951686797,3.098072562,7.072714681,3.86091821,3.105798461,18.72603916,2.797169811,3.564154064,4.247847805
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,51.31088083,23.62962963,20.67647059,19.9,19.90322581,34.53658537,37.77142857,79.81012658,37.79166667,114.5576324,51.55357143,82.6763754,33.5,48.23966942,42.46376812,33.89655172,55.24590164,34.92063492,28.6010929,36.28571429,43.01694915,55.74766355,36.61458333,25.48,7.333333333,58.76190476,14.90909091,77.375,33.39525692,38.65,16.8,9.1,14.66666667,32.04225352,65.82758621,53.68707483,32.24861878,44.07692308,26.36842105,67.57865169,33.85185185,93.91715976,21.07692308,36.61589404,55.9223301,64.95652174,77.46601942,53.88235294,58.44852941,32.47058824,42.56521739,27.72222222,49.24,53,28.98305085,61.68,25.33333333,36.3875,168.5310881,57.4,42.52777778,35.68,28.76666667,71.87168142,48.16666667,26.7,23.90322581,39.51851852,34.64814815,24.82894737,54.66666667,44.86013986,28.875,138.0276498,68.83673469,28.93333333,44.97986577,72.65979381,48.56547619,22.94594595,35.22222222,51.82978723,37.39726027,40.42647059,120.2357724,31.95454545,173.4285714,47.67142857,76.53846154,31.9,33.50617284,26.60606061,73.85714286,31.04347826,45.25625,43.28571429,47.51807229,22.7012987,87.77380952,65.93975904,67.97211155,41.75862069,30.24705882,34.6,39.84782609,32.54761905,52.04888889,47.4025974,122.2592593,22.88235294,20.25531915,28.275,47.90140845,27.125,58.69411765,18.6969697,37.66666667,112.4454545,42.22683706,47.07058824,41.45070423,22.24444444,38.77333333,48.09569378,38.3015873,42.76595745,91.66135458,59.53061224,42.30952381,72.34210526,36.76388889,50.58356164,184.2991453,33.04716981,52.10869565,35.01030928
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,554476.6788,28230.48148,2877864.147,3172508.417,1743740.935,85760.53659,66055.48571,11770595.42,6228.75,12275216.9,653674.9464,2091156.427,80156.4,1777254.074,723900.2899,21443.06897,40134.03279,1157759.825,45863292.43,21103.34286,32178674.03,161207.8785,485238.0729,167014.34,2383276.25,227601.2571,1156417.364,391.71875,37159220.3,63687.46667,280227.88,774269.6,512977.5,19281414.68,778.6206897,183916.381,12353479.29,25890.96154,28269.21053,1880598.169,2947824.111,653547.3669,18936630.94,711424.9536,3441980.311,1763.173913,37607.62136,2803.803922,51943.55882,67168.11765,2844862.188,41287.61111,90189.52,6332,592367.2881,863.56,242856.9583,321771.4,3020776.904,21206.34,488147.75,83327.36,1479.233333,553496.8496,283526.3974,325271.1,57439.25806,820939.4074,21535104.23,34536314.24,12250.28889,11775030.87,253218.6563,2548168.728,2013481.347,2110054.813,3828830.503,7184.051546,330872.375,2811652.459,771659.3148,39544.93617,82423.90411,101815.2794,192839.3659,20895.95455,667873.013,796118.219,107648.641,8706.133333,1772840.235,58142.36364,1982.228571,2507699.924,991132.9,1374701.504,738971.3494,5057412.299,318923.4524,3065.13253,910866.1355,22659043.49,5417078,100857.7143,310320.9891,384255.0238,735791.9733,99949.22078,630550.4444,2218.058824,5350531.894,3430883.85,195095.4225,2557381.339,145854285.5,727377.7879,840.8095238,3259882.118,14826946.27,40598.82353,131451.7606,1623896.111,60275.90667,12988768.38,2935148.413,15715.97872,4115426.06,4661240.888,65469.11905,467.2105263,419527.6111,16355724.29,3862641.4,6530681.858,712804.5598,1915676.351
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,31390405.44,371695.5185,66895904.03,93112606.8,53511510.61,3002974.366,2720148.457,1020027416,79125,773575748.9,34983717.52,153306172.7,3248364.1,77587682.02,41503107.03,169002.1724,1477912.361,38783820.53,1276421399,193479.2,2433677291,9144471.551,21877977.79,2963448.26,39377064.33,16276716.09,11402330.73,14072.125,1409154616,1321914.817,7629992.52,6895888.6,10799399.75,775675105.5,21877.2069,8755520.673,439382145.2,957843.5577,402422.2105,171395823.4,115269142.2,76881515.2,325885396.5,29081137.02,202064054.3,59703.56522,1367309.553,44370.62745,1348404.118,1332410.353,139079868.9,925295.4444,2686619.54,109714.0943,16470948.75,22161.08,8064879.375,12549258.11,345805322.5,437223.98,20729946.5,2336675.08,22603.13333,27476485.48,12347779.96,7532969.8,585200,29773108.63,865021930.6,1120946174,901178.4,771957156,8856898.094,238316533.3,210311565.8,98229121.92,176868778.2,279232.268,12344266.13,88910893.97,18928639.98,1232418.755,2147091.904,3101348.676,30344575.49,315390.9545,66514808.92,35211754.56,9673026.256,68038.76667,68143579.85,890311.697,61763.14286,79225360.74,50780333.67,64083101.77,42185174.36,192521459.2,24302181.04,58641.49398,44345182.15,1311328933,191652416,2584352.686,13206919.84,9535034.476,41638041.86,5471452.636,108273588.2,20621.52941,146088398.2,118347360,8201885.732,77007558.24,7908117958,11549440.33,14178.7619,193198827.5,771531089.9,1534486.576,4044771.958,63363915.2,3524356.187,524257727.1,155357832,179322.1702,194433465.3,446164237.2,1580126.119,14954.65789,20481612,793146116.4,393751944.8,258260891,36114663.01,85716816.14
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,11346.77953,2408.095419,155516.0139,128088.4067,59011.10927,2877.682719,1859.374391,137164.5595,942.7980882,204628.8649,13542.22789,31664.8126,2547.183917,44916.29768,13243.68702,3804.079909,1483.144137,38038.84269,1734240.727,3042.817231,433189.3002,3692.606038,13002.91821,11081.96124,150713.7826,3429.495609,121749.767,29.94204105,1009645.116,3782.502574,11827.09716,91143.37136,27192.22743,502404.6213,39.69433847,5473.398844,369530.8543,1216.906426,3929.996755,22383.91978,77342.89602,5986.484059,1150957.656,21710.17995,62191.7365,87.68332418,1772.659211,231.715711,2299.510505,6158.558852,62977.76415,2307.408405,3313.708793,509.0690137,27413.79564,54.75232046,9179.104355,12800.16451,27853.8608,1196.150922,13135.44266,3445.562523,131.2277385,14268.58533,7517.962225,16523.23245,7494.486007,27597.45177,555267.9711,1100635.265,632.3200035,188835.5214,8328.372181,30260.08613,19444.60986,47554.493,90515.54531,197.3874249,10881.83377,95732.55446,39485.81732,1447.041046,3871.45757,3752.534097,1270.992638,1747.734516,7381.505916,21422.89761,1452.148263,1493.340295,53225.59171,4423.451949,112.0004628,88249.70526,21374.45854,31405.81845,13955.43524,143377.7656,4511.946168,231.0233964,21142.54314,406452.5791,156796.4998,5501.869486,10050.87359,17491.72397,15193.30812,2648.157414,3701.668502,322.2961311,207853.619,104460.4843,4993.855929,96667.1223,2740109.414,48753.07933,97.3497154,57824.81881,302659.0127,1933.345492,4603.500541,44616.55191,1190.077362,332052.3911,58496.96827,2447.795892,96567.77582,49334.54859,3917.678344,31.22271977,11346.1453,345763.6401,39553.48808,173995.179,15196.24854,48538.76046
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.034626133,0.1038828,0.177833469,0.166787344,0.101643991,0.066912297,0.073099049,0.032935921,0.080125189,0.023960731,0.050293606,0.024726223,0.115956118,0.041280087,0.052881247,0.0733672,0.047292352,0.060871,0.092583259,0.095773454,0.049512114,0.051650451,0.084928864,0.079507823,0.256226852,0.038513851,0.168409091,0.058929782,0.049523127,0.092959076,0.309943084,0.374833333,0.27474537,0.10042513,0.062463718,0.049561712,0.09163744,0.055995516,0.102952321,0.030819685,0.065572172,0.020847102,0.08824359,0.071486245,0.046474334,0.07450316,0.05100733,0.045909032,0.036984674,0.108020968,0.053964201,0.082396109,0.054378685,0.046359399,0.098251076,0.072397686,0.170739324,0.089756401,0.020762022,0.051256581,0.051620537,0.086664349,0.086403675,0.028615765,0.066667727,0.125890873,0.148670772,0.072126912,0.063791166,0.138876227,0.051064726,0.054611673,0.083785829,0.029251246,0.044894217,0.081453836,0.055347204,0.030659132,0.042161232,0.113818755,0.060676335,0.051462905,0.067435711,0.061302977,0.020919785,0.088322318,0.021504914,0.071522145,0.032930616,0.074901644,0.058754341,0.110727341,0.053659399,0.07639724,0.061348409,0.047063638,0.045412732,0.199698571,0.031055589,0.037318509,0.034471005,0.042150822,0.080100207,0.148461748,0.078976637,0.074613166,0.055279991,0.046762058,0.021263736,0.117131853,0.205130024,0.103995465,0.045612041,0.109401157,0.028696419,0.191712705,0.091379186,0.032066284,0.041717756,0.069161486,0.05106646,0.125865961,0.056559655,0.048300826,0.069880337,0.093745005,0.047454827,0.036566761,0.060704268,0.051886958,0.073345109,0.033266997,0.013509641,0.056937438,0.038335518,0.064563102
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,23.35233161,2.481481481,4.029411765,4.766666667,2.161290323,3.585365854,2.314285714,5.708860759,2.25,10.19003115,7.785714286,28.60517799,2.333333333,14.65289256,4.043478261,3.275862069,3.721311475,22.54497354,36.86338798,4.542857143,8.084745763,10.47663551,7.479166667,6.44,1.166666667,9.419047619,1,2.0625,26.91304348,6.733333333,1.88,1.6,1.166666667,4.408450704,3.206896552,9.108843537,18.88950276,6.846153846,2.473684211,17.29213483,4.037037037,17.04733728,6.753846154,17.58278146,13.52427184,3.434782609,8.262135922,5,14.98529412,1.235294118,6.565217391,4.777777778,3.24,3.641509434,15.61016949,4.04,3.416666667,8.15,21.75647668,3.96,9,2.28,3.2,20.52212389,4.461538462,3.75,3.903225806,5.691358025,12.55555556,4.131578947,4.688888889,17.75524476,3.1875,9.110599078,2.469387755,5.453333333,20.61073826,8.835051546,18.63095238,2.351351351,5.740740741,7.382978723,6.150684932,7.411764706,11.06504065,3.272727273,10.87012987,25.54285714,10.17948718,3.866666667,9.987654321,3.484848485,3.857142857,9.043478261,14.7,10.69747899,6.060240964,8.012987013,8.714285714,8.855421687,20.7689243,18.02298851,12.24705882,1.457142857,8.173913043,4.761904762,27.84444444,6.090909091,6.098765432,1.588235294,1.638297872,3.05,9.422535211,13.25,18.84313725,2.03030303,1.952380952,4.345454545,38.13738019,11.16470588,11.92957746,3,3.613333333,14.08133971,9.444444444,9,9.38247012,8.428571429,5.666666667,7,6.361111111,36.05205479,21.87606838,12.54716981,24.76086957,7.144329897
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.120996537,0.091906722,0.059256055,0.079444444,0.069719043,0.087447948,0.066122449,0.07226406,0.09375,0.031744645,0.139030612,0.092573392,0.077777778,0.121098286,0.058601134,0.112960761,0.061005106,0.119285574,0.100719639,0.129795918,0.068514795,0.097912481,0.077907986,0.1288,0.097222222,0.089705215,0.090909091,0.064453125,0.106375666,0.112222222,0.0752,0.16,0.097222222,0.062090855,0.11058264,0.061964922,0.104361894,0.131656805,0.130193906,0.097146825,0.074759945,0.100871818,0.103905325,0.116442261,0.065651805,0.149338374,0.080214912,0.098039216,0.110185986,0.07266436,0.095148078,0.132716049,0.0648,0.068707725,0.132289572,0.1616,0.142361111,0.101875,0.056363929,0.0792,0.125,0.0912,0.106666667,0.090805858,0.057199211,0.09375,0.12591051,0.070263679,0.077503429,0.054362881,0.104197531,0.124162551,0.099609375,0.041984328,0.050395668,0.072711111,0.138327102,0.091083006,0.110898526,0.063550037,0.106310014,0.078542327,0.084255958,0.10899654,0.08995968,0.148760331,0.070585259,0.121632653,0.130506246,0.128888889,0.123304374,0.105601469,0.110204082,0.098298677,0.091875,0.089894781,0.073014951,0.104064766,0.103741497,0.106691828,0.082744718,0.103580394,0.144083045,0.041632653,0.088846881,0.113378685,0.123753086,0.079102715,0.0376467,0.093425606,0.034857402,0.07625,0.132711764,0.118303571,0.073894656,0.061524334,0.092970522,0.039504132,0.121844665,0.131349481,0.168022218,0.066666667,0.048177778,0.067374831,0.074955908,0.191489362,0.037380359,0.086005831,0.134920635,0.184210526,0.088348765,0.098772753,0.046743736,0.118369527,0.134569943,0.073652886
